epoch,step,train_loss_ssl
0,49,2.966059446334839
0,99,2.881916046142578
0,149,2.836968421936035
0,199,2.63865327835083
0,249,2.6820333003997803
0,299,2.680246591567993
0,349,2.642932176589966
0,399,2.758437156677246
0,449,2.6176609992980957
0,499,2.6195943355560303
0,549,2.5225749015808105
0,599,2.6405255794525146
0,649,2.4711146354675293
0,699,2.6975324153900146
0,749,2.5210788249969482
0,799,2.528071641921997
0,849,2.5042970180511475
0,899,2.449575662612915
0,949,2.6019115447998047
0,999,2.6196813583374023
0,1049,2.6289758682250977
0,1099,2.5195398330688477
0,1149,2.4643304347991943
0,1199,2.493391990661621
0,1249,2.457353115081787
0,1299,2.4526712894439697
0,1349,2.4790735244750977
0,1399,2.5092885494232178
0,1449,2.4838244915008545
0,1499,2.481757640838623
1,1549,2.5802018642425537
1,1599,2.4684135913848877
1,1649,2.5178699493408203
1,1699,2.4983620643615723
1,1749,2.463392972946167
1,1799,2.6146633625030518
1,1849,2.509373664855957
1,1899,2.553295135498047
1,1949,2.454991340637207
1,1999,2.5060336589813232
1,2049,2.5412521362304688
1,2099,2.4496994018554688
1,2149,2.514044761657715
1,2199,2.4588119983673096
1,2249,2.4481308460235596
1,2299,2.422717332839966
1,2349,2.513688564300537
1,2399,2.4843900203704834
1,2449,2.5947484970092773
1,2499,2.460908889770508
1,2549,2.612483263015747
1,2599,2.4040863513946533
1,2649,2.3955557346343994
1,2699,2.4990241527557373
1,2749,2.4513614177703857
1,2799,2.512296438217163
1,2849,2.645961284637451
1,2899,2.434879779815674
1,2949,2.42940354347229
1,2999,2.442249298095703
1,3049,2.4501051902770996
2,3099,2.4689090251922607
2,3149,2.6645612716674805
2,3199,2.4784083366394043
2,3249,2.403263568878174
2,3299,2.5368659496307373
2,3349,2.4196507930755615
2,3399,2.5516910552978516
2,3449,2.45493483543396
2,3499,2.472468852996826
2,3549,2.4905385971069336
2,3599,2.571554183959961
2,3649,2.467984199523926
2,3699,2.497762441635132
2,3749,2.48233699798584
2,3799,2.3622052669525146
2,3849,2.399778366088867
2,3899,2.3822054862976074
2,3949,2.4777064323425293
2,3999,2.593395233154297
2,4049,2.4815149307250977
2,4099,2.327833414077759
2,4149,2.4283742904663086
2,4199,2.4182844161987305
2,4249,2.562575101852417
2,4299,2.4069888591766357
2,4349,2.459219455718994
2,4399,2.468846082687378
2,4449,2.4605231285095215
2,4499,2.505723476409912
2,4549,2.405909776687622
2,4599,2.435098171234131
3,4649,2.4299256801605225
3,4699,2.3536696434020996
3,4749,2.433799982070923
3,4799,2.3596866130828857
3,4849,2.557460308074951
3,4899,2.3786733150482178
3,4949,2.34912109375
3,4999,2.382119655609131
3,5049,2.485105276107788
3,5099,2.3421716690063477
3,5149,2.4038333892822266
3,5199,2.4673855304718018
3,5249,2.341874599456787
3,5299,2.4081835746765137
3,5349,2.505272626876831
3,5399,2.4885735511779785
3,5449,2.4797041416168213
3,5499,2.4273924827575684
3,5549,2.454061985015869
3,5599,2.4202752113342285
3,5649,2.416595697402954
3,5699,2.3689403533935547
3,5749,2.3618805408477783
3,5799,2.403762102127075
3,5849,2.476346254348755
3,5899,2.3806209564208984
3,5949,2.3924248218536377
3,5999,2.3635661602020264
3,6049,2.346454620361328
3,6099,2.426804304122925
4,6149,2.3637375831604004
4,6199,2.4141905307769775
4,6249,2.4893429279327393
4,6299,2.4014124870300293
4,6349,2.349687099456787
4,6399,2.4622206687927246
4,6449,2.377263069152832
4,6499,2.448195457458496
4,6549,2.3529627323150635
4,6599,2.4368202686309814
4,6649,2.3930840492248535
4,6699,2.375680685043335
4,6749,2.528879165649414
4,6799,2.385303497314453
4,6849,2.5193662643432617
4,6899,2.4186902046203613
4,6949,2.341813087463379
4,6999,2.4112675189971924
4,7049,2.396000385284424
4,7099,2.464308500289917
4,7149,2.4205286502838135
4,7199,2.4198312759399414
4,7249,2.409756660461426
4,7299,2.377974271774292
4,7349,2.4117417335510254
4,7399,2.5053277015686035
4,7449,2.3917899131774902
4,7499,2.396933078765869
4,7549,2.3671114444732666
4,7599,2.418198347091675
4,7649,2.3398685455322266
5,7699,2.387953996658325
5,7749,2.422744035720825
5,7799,2.335191488265991
5,7849,2.398031234741211
5,7899,2.4939208030700684
5,7949,2.415325164794922
5,7999,2.3722829818725586
5,8049,2.460550546646118
5,8099,2.3522772789001465
5,8149,2.428422451019287
5,8199,2.45225191116333
5,8249,2.31362247467041
5,8299,2.451129913330078
5,8349,2.352055311203003
5,8399,2.444566488265991
5,8449,2.4993677139282227
5,8499,2.40175724029541
5,8549,2.4519453048706055
5,8599,2.411839008331299
5,8649,2.345863103866577
5,8699,2.463226079940796
5,8749,2.34075665473938
5,8799,2.410128355026245
5,8849,2.3931188583374023
5,8899,2.5810420513153076
5,8949,2.4487991333007812
5,8999,2.362729549407959
5,9049,2.3542697429656982
5,9099,2.394308567047119
5,9149,2.388115167617798
5,9199,2.4261457920074463
6,9249,2.335488796234131
6,9299,2.5480399131774902
6,9349,2.4167325496673584
6,9399,2.4677679538726807
6,9449,2.451021671295166
6,9499,2.370058536529541
6,9549,2.365370750427246
6,9599,2.3357021808624268
6,9649,2.4020373821258545
6,9699,2.383634328842163
6,9749,2.4274160861968994
6,9799,2.364180088043213
6,9849,2.386847496032715
6,9899,2.4635496139526367
6,9949,2.466311454772949
6,9999,2.3809866905212402
6,10049,2.3092751502990723
6,10099,2.3728973865509033
6,10149,2.3437554836273193
6,10199,2.3914620876312256
6,10249,2.3442840576171875
6,10299,2.382188081741333
6,10349,2.398944854736328
6,10399,2.343700408935547
6,10449,2.360708236694336
6,10499,2.3413503170013428
6,10549,2.355424642562866
6,10599,2.34316086769104
6,10649,2.461087226867676
6,10699,2.4165356159210205
7,10749,2.425973653793335
7,10799,2.4037208557128906
7,10849,2.3641982078552246
7,10899,2.32159161567688
7,10949,2.4340121746063232
7,10999,2.3520889282226562
7,11049,2.391209363937378
7,11099,2.368051528930664
7,11149,2.526188850402832
7,11199,2.3719823360443115
7,11249,2.4095935821533203
7,11299,2.314018964767456
7,11349,2.42720103263855
7,11399,2.4125654697418213
7,11449,2.4028215408325195
7,11499,2.430349826812744
7,11549,2.381479263305664
7,11599,2.329599142074585
7,11649,2.4170432090759277
7,11699,2.4041340351104736
7,11749,2.3526692390441895
7,11799,2.42311429977417
7,11849,2.362849473953247
7,11899,2.380408763885498
7,11949,2.3180484771728516
7,11999,2.5892176628112793
7,12049,2.491492748260498
7,12099,2.380582332611084
7,12149,2.4377095699310303
7,12199,2.3737990856170654
7,12249,2.504215955734253
8,12299,2.4002749919891357
8,12349,2.4131433963775635
8,12399,2.4212944507598877
8,12449,2.375261068344116
8,12499,2.41721510887146
8,12549,2.371288776397705
8,12599,2.4091908931732178
8,12649,2.316401481628418
8,12699,2.383859395980835
8,12749,2.329885482788086
8,12799,2.4230523109436035
8,12849,2.405291795730591
8,12899,2.4135212898254395
8,12949,2.4863991737365723
8,12999,2.4293174743652344
8,13049,2.4770381450653076
8,13099,2.368242025375366
8,13149,2.383831262588501
8,13199,2.3475944995880127
8,13249,2.341559886932373
8,13299,2.3275067806243896
8,13349,2.3092730045318604
8,13399,2.3613178730010986
8,13449,2.379833459854126
8,13499,2.3555774688720703
8,13549,2.453577995300293
8,13599,2.482680082321167
8,13649,2.314605951309204
8,13699,2.4081523418426514
8,13749,2.422166347503662
8,13799,2.3296968936920166
9,13849,2.3833200931549072
9,13899,2.456476926803589
9,13949,2.3235342502593994
9,13999,2.421603202819824
9,14049,2.375808000564575
9,14099,2.4210941791534424
9,14149,2.430370807647705
9,14199,2.340733528137207
9,14249,2.382636547088623
9,14299,2.3614351749420166
9,14349,2.3395273685455322
9,14399,2.372545003890991
9,14449,2.426741600036621
9,14499,2.3558244705200195
9,14549,2.3493449687957764
9,14599,2.3957624435424805
9,14649,2.399423122406006
9,14699,2.348280668258667
9,14749,2.455587148666382
9,14799,2.461294651031494
9,14849,2.3289272785186768
9,14899,2.3550939559936523
9,14949,2.3611061573028564
9,14999,2.330162286758423
9,15049,2.4567983150482178
9,15099,2.351511240005493
9,15149,2.3577382564544678
9,15199,2.3814332485198975
9,15249,2.3614110946655273
9,15299,2.327749252319336
10,15349,2.3575315475463867
10,15399,2.414968967437744
10,15449,2.3850269317626953
10,15499,2.4178292751312256
10,15549,2.408547878265381
10,15599,2.4281797409057617
10,15649,2.342712879180908
10,15699,2.360344409942627
10,15749,2.36887788772583
10,15799,2.4151995182037354
10,15849,2.3856773376464844
10,15899,2.414689302444458
10,15949,2.371283769607544
10,15999,2.3587841987609863
10,16049,2.4455454349517822
10,16099,2.4200055599212646
10,16149,2.3925743103027344
10,16199,2.406588315963745
10,16249,2.3663830757141113
10,16299,2.428467273712158
10,16349,2.3974857330322266
10,16399,2.3465383052825928
10,16449,2.4079623222351074
10,16499,2.335770606994629
10,16549,2.4730641841888428
10,16599,2.4075992107391357
10,16649,2.385183334350586
10,16699,2.393077850341797
10,16749,2.373436689376831
10,16799,2.4239296913146973
10,16849,2.404848575592041
11,16899,2.3603224754333496
11,16949,2.3137919902801514
11,16999,2.500964403152466
11,17049,2.373344898223877
11,17099,2.379849433898926
11,17149,2.408635139465332
11,17199,2.3278419971466064
11,17249,2.341695547103882
11,17299,2.4222662448883057
11,17349,2.411012649536133
